claim_number,age_of_driver,gender,marital_status,safty_rating,annual_income,high_education_ind,address_change_ind,living_status,zip_code,claim_date,claim_day_of_week,accident_site,past_num_of_claims,witness_present_ind,liab_prct,channel,policy_report_filed_ind,claim_est_payout,age_of_vehicle,vehicle_category,vehicle_price,vehicle_color,vehicle_weight,fraud,zipcode,city,state,county,population,population_density,housing_units,occupied_housing_units,median_home_value,median_household_income,land_area_in_sqmi
11727,33,F,1.0,60,93977,0,0,Own,15012,8/28/2016,Sunday,Local,0,0.0,39,Broker,1,0.0,1,Medium,15000.0,black,15689.38745,0,15012,Belle Vernon,PA,Westmoreland County,15905.0,474.0,7326.0,6743.0,120400.0,51884.0,33.55
1029,30,F,0.0,47,114486,1,0,Rent,85026,12/14/2015,Monday,Local,0,0.0,19,Broker,0,0.0,11,Medium,15000.0,other,20901.19198,0,85026,Phoenix,AZ,Maricopa County,,,,,,,
18180,33,F,1.0,75,112643,0,1,Rent,50022,11/26/2015,Thursday,Parking Lot,4,0.0,27,Phone,0,2859.32,1,Medium,33524.64266,silver,32747.28226,1,50022,Atlantic,IA,Cass County,8494.0,51.0,3975.0,3679.0,91800.0,40703.0,166.6
25401,60,F,1.0,84,86735,0,1,Own,20132,12/9/2016,Friday,Local,0,0.0,15,Online,1,0.0,1,Compact,17870.15728,black,50748.09489,0,20132,Purcellville,VA,Loudoun County,15900.0,192.0,5466.0,5154.0,470800.0,129180.0,82.91
28982,29,M,1.0,85,35401,1,1,Rent,80028,5/19/2016,Thursday,Local,0,0.0,91,Online,1,3239.7,1,Large,38738.87804,other,23513.49284,0,80028,Louisville,CO,Boulder County,,,,,,,
23485,30,F,0.0,90,112956,0,0,Own,20116,5/27/2016,Friday,Highway,0,1.0,84,Broker,1,0.0,3,Compact,15000.0,gray,23613.53582,1,20116,Marshall,VA,Fauquier County,,,,,,,
6544,28,F,0.0,67,43495,0,0,Rent,85073,9/18/2016,Sunday,Local,0,0.0,31,Online,1,1519.69,1,Compact,23743.39689,gray,13396.77122,0,85073,Phoenix,AZ,Maricopa County,,,,,,,
7525,42,M,1.0,66,104038,0,1,Rent,85035,7/2/2015,Thursday,Parking Lot,8,0.0,21,Phone,1,2935.64,1,Large,15000.0,black,23333.29471,0,85035,Phoenix,AZ,Maricopa County,47486.0,8311.0,14961.0,12592.0,71200.0,31645.0,5.71
4222,30,M,0.0,49,62610,0,1,Own,80031,9/13/2016,Tuesday,Local,4,0.0,11,Broker,0,5573.52,1,Compact,53669.72852,gray,28248.26454,0,80031,Westminster,CO,Adams County,33932.0,4026.0,13594.0,13116.0,225900.0,70536.0,8.43
9758,64,M,1.0,68,37483,1,0,Rent,15055,6/29/2016,Wednesday,Parking Lot,5,0.0,12,Broker,1,0.0,1,Medium,15000.0,gray,11710.89052,0,15055,Lawrence,PA,Washington County,1360.0,2034.0,717.0,674.0,160500.0,54918.0,0.67
1942,57,F,1.0,88,62240,1,1,Own,85061,8/18/2015,Tuesday,Parking Lot,16,0.0,91,Phone,0,8539.73,1,Compact,28001.30192,white,25061.94165,0,85061,Phoenix,AZ,Maricopa County,,,,,,,
12494,44,M,1.0,80,114167,0,0,Own,85022,3/26/2015,Thursday,Local,1,0.0,63,Broker,1,7821.97,10,Large,15000.0,gray,11097.80885,0,85022,Phoenix,AZ,Maricopa County,46395.0,4959.0,22923.0,20596.0,176900.0,45606.0,9.36
8328,40,F,1.0,88,100820,1,0,Own,20124,11/7/2015,Saturday,Parking Lot,16,0.0,26,Broker,0,0.0,2,Large,15000.0,white,17269.80254,0,20124,Clifton,VA,Fairfax County,14857.0,699.0,5052.0,4918.0,640000.0,167400.0,21.27
3450,68,F,1.0,73,99508,1,0,Own,15012,4/28/2016,Thursday,Parking Lot,0,0.0,3,Broker,1,2774.7,1,Large,15000.0,silver,28998.80602,0,15012,Belle Vernon,PA,Westmoreland County,15905.0,474.0,7326.0,6743.0,120400.0,51884.0,33.55
17412,43,F,1.0,47,95621,0,1,Own,20119,5/2/2015,Saturday,Local,0,1.0,87,Broker,1,6892.43,1,Compact,34690.19126,other,16877.10636,0,20119,Catlett,VA,Fauquier County,3946.0,62.0,1515.0,1399.0,341500.0,111339.0,63.86
24874,40,M,1.0,74,81258,0,1,Own,80045,12/6/2015,Sunday,Highway,0,0.0,18,Online,0,5944.99,1,Large,15000.0,white,13891.95007,0,80045,Aurora,CO,Adams County,,,,,,,
14432,35,F,0.0,95,60896,1,1,Own,15010,10/3/2016,Monday,Local,5,0.0,62,Broker,1,0.0,3,Large,15000.0,other,14680.33702,0,15010,Beaver Falls,PA,Beaver County,28425.0,568.0,12787.0,11611.0,113600.0,47993.0,50.03
26174,43,F,1.0,68,60756,1,1,Own,15001,5/7/2016,Saturday,Parking Lot,0,0.0,99,Broker,1,0.0,2,Compact,37926.01758,white,17616.26402,0,15001,Aliquippa,PA,Beaver County,31964.0,532.0,14820.0,13404.0,111200.0,51424.0,60.05
14659,46,M,1.0,96,43039,1,1,Own,85038,9/7/2015,Monday,Local,3,0.0,99,Phone,0,0.0,3,Medium,15000.0,blue,7046.278133,0,85038,Phoenix,AZ,Maricopa County,,,,,,,
12831,34,M,1.0,72,94085,1,1,Rent,50011,1/14/2015,Wednesday,Parking Lot,9,0.0,80,Broker,1,2391.24,1,Compact,21227.58445,other,12552.77536,0,50011,Ames,IA,Story County,,,,,,,
26083,52,F,1.0,91,74209,1,0,Own,85069,11/26/2015,Thursday,Parking Lot,8,0.0,29,Broker,1,9118.8,1,Large,15000.0,silver,10999.86142,0,85069,Phoenix,AZ,Maricopa County,,,,,,,
16458,44,F,0.0,89,120381,1,0,Own,80006,6/22/2015,Monday,Parking Lot,0,0.0,38,Broker,0,0.0,1,Compact,44854.91537,blue,22103.03012,0,80006,Arvada,CO,Jefferson County,,,,,,,
12481,62,M,1.0,73,65761,1,1,Rent,80024,3/7/2016,Monday,Local,4,0.0,94,Broker,1,0.0,2,Compact,76289.26671,other,23732.64087,0,80024,Dupont,CO,Adams County,228.0,5577.0,85.0,76.0,140300.0,41531.0,0.04
4527,55,M,1.0,76,108677,1,0,Own,50005,2/28/2016,Sunday,Local,1,0.0,28,Broker,0,612.24,16,Large,15000.0,white,37774.49619,0,50005,Albion,IA,Marshall County,730.0,27.0,318.0,299.0,85300.0,49239.0,26.78
21997,39,F,1.0,55,107771,0,0,Own,50027,7/21/2016,Thursday,Highway,1,0.0,32,Broker,0,0.0,4,Medium,15000.0,gray,24313.52106,0,50027,Barnes City,IA,Mahaska County,285.0,10.0,151.0,138.0,84500.0,37500.0,27.92
414,46,F,1.0,78,91386,0,1,Rent,20103,1/9/2015,Friday,Local,0,1.0,74,Broker,1,5231.12,12,Large,15143.45238,white,20253.06789,0,20103,Dulles,VA,Loudoun County,,,,,,,
20428,24,M,1.0,92,65716,1,1,Rent,15035,10/13/2016,Thursday,Local,5,0.0,0,Online,0,17488.36,1,Medium,93561.49283,silver,24715.09919,0,15035,East Mc Keesport,PA,Allegheny County,2129.0,5131.0,1155.0,1007.0,70500.0,40104.0,0.41
9368,47,F,0.0,81,57831,0,1,Rent,20105,7/10/2015,Friday,Parking Lot,0,0.0,0,Phone,0,195.33,1,Medium,30326.6284,gray,12453.96908,0,20105,Aldie,VA,Loudoun County,11315.0,305.0,3855.0,3682.0,448000.0,127464.0,37.13
18511,26,F,0.0,45,122736,1,0,Rent,15026,6/19/2015,Friday,Local,0,0.0,25,Online,0,1226.26,3,Medium,15000.0,red,26357.9944,0,15026,Clinton,PA,Beaver County,3390.0,101.0,1429.0,1325.0,157100.0,62639.0,33.51
15825,49,F,1.0,93,118266,1,0,Own,50022,4/20/2015,Monday,Highway,2,0.0,24,Broker,1,0.0,2,Medium,69967.46358,white,25122.94737,0,50022,Atlantic,IA,Cass County,8494.0,51.0,3975.0,3679.0,91800.0,40703.0,166.6
3955,48,M,1.0,40,111520,1,1,Own,20105,6/6/2016,Monday,Parking Lot,0,0.0,72,Online,1,4624.43,2,Compact,33456.72686,gray,43376.55171,0,20105,Aldie,VA,Loudoun County,11315.0,305.0,3855.0,3682.0,448000.0,127464.0,37.13
22776,58,M,1.0,76,111968,0,1,Own,50001,5/7/2015,Thursday,Local,0,1.0,50,Phone,1,6647.59,1,Compact,69281.02191,gray,22882.69427,0,50001,Ackworth,IA,Warren County,680.0,28.0,289.0,252.0,157000.0,46908.0,23.99
22283,54,F,0.0,65,57240,1,0,Own,50012,3/2/2015,Monday,Highway,0,0.0,72,Phone,1,2129.28,11,Large,15000.0,black,28857.86927,0,50012,Ames,IA,Story County,,,,,,,
8465,44,M,0.0,84,75456,1,1,Rent,15024,5/18/2015,Monday,Local,1,0.0,27,Phone,0,9215.45,1,Medium,15000.0,gray,30369.47731,0,15024,Cheswick,PA,Allegheny County,9029.0,540.0,3924.0,3691.0,118200.0,53686.0,16.73
7386,46,F,0.0,83,30145,1,0,Rent,20117,5/16/2016,Monday,Local,15,0.0,95,Phone,1,0.0,1,Large,15000.0,other,39521.14342,0,20117,Middleburg,VA,Loudoun County,2693.0,60.0,1469.0,1168.0,539500.0,103214.0,44.74
15169,56,F,1.0,87,39377,1,1,Rent,85070,1/17/2015,Saturday,Parking Lot,10,0.0,54,Broker,0,1914.78,1,Large,22277.0915,red,17195.11604,0,85070,Phoenix,AZ,Maricopa County,,,,,,,
26112,32,F,0.0,38,71247,1,1,Own,15009,12/24/2015,Thursday,Local,0,1.0,91,Online,1,0.0,7,Compact,15000.0,blue,17268.51084,0,15009,Beaver,PA,Beaver County,15082.0,615.0,6839.0,6342.0,155400.0,54833.0,24.54
28388,41,F,0.0,83,30434,1,0,Own,15022,4/16/2016,Saturday,Highway,18,0.0,96,Phone,1,2310.53,1,Compact,40315.80848,gray,10111.22646,0,15022,Charleroi,PA,Washington County,10340.0,573.0,5391.0,4641.0,85600.0,40956.0,18.06
23090,42,F,1.0,88,51015,0,1,Own,50039,10/19/2015,Monday,Local,0,0.0,0,Broker,1,4972.67,1,Compact,35036.80538,red,39875.05038,0,50039,Bouton,IA,Dallas County,329.0,14.0,159.0,145.0,161900.0,66914.0,23.41
15253,41,M,1.0,74,122083,1,1,Own,20101,1/27/2016,Wednesday,Parking Lot,0,0.0,98,Phone,0,1784.01,1,Medium,15000.0,black,28486.68409,1,20101,Dulles,VA,Loudoun County,,,,,,,
18199,53,F,0.0,80,53894,1,0,Rent,15009,7/14/2016,Thursday,Parking Lot,0,0.0,94,Phone,0,52.31,10,Large,65369.26864,blue,18103.42875,0,15009,Beaver,PA,Beaver County,15082.0,615.0,6839.0,6342.0,155400.0,54833.0,24.54
22921,30,M,0.0,74,89826,1,0,Own,20124,8/22/2016,Monday,Local,0,0.0,95,Broker,0,3138.6,1,Large,28986.93914,other,17893.65338,0,20124,Clifton,VA,Fairfax County,14857.0,699.0,5052.0,4918.0,640000.0,167400.0,21.27
2289,32,F,0.0,46,90273,0,1,Own,50013,9/12/2015,Saturday,Parking Lot,10,0.0,0,Broker,1,4401.93,1,Large,32321.40579,red,40814.65935,1,50013,Ames,IA,Story County,,,,,,,
15371,81,F,1.0,75,68724,1,1,Own,85048,10/9/2015,Friday,Highway,0,0.0,79,Phone,0,4508.23,12,Large,41463.23945,red,8039.369305,0,85048,Phoenix,AZ,Maricopa County,33449.0,1693.0,13632.0,12613.0,303600.0,93878.0,19.75
13743,66,F,1.0,70,71288,1,1,Own,15050,9/3/2016,Saturday,Highway,0,0.0,9,Phone,1,3541.77,3,Compact,43024.68969,gray,27808.89881,1,15050,Hookstown,PA,Beaver County,2431.0,104.0,973.0,912.0,150600.0,53587.0,23.41
16665,44,F,1.0,90,120776,0,1,Own,15003,8/7/2015,Friday,Parking Lot,21,0.0,64,Phone,1,0.0,1,Compact,15000.0,red,6562.340158,0,15003,Ambridge,PA,Beaver County,11861.0,1816.0,6199.0,5349.0,81300.0,35798.0,6.53
24930,32,M,1.0,62,50420,1,1,Own,20115,12/16/2016,Friday,Parking Lot,0,0.0,24,Broker,1,0.0,1,Compact,15000.0,black,17014.59459,0,20115,Marshall,VA,Fauquier County,5838.0,61.0,2522.0,2242.0,405700.0,70845.0,95.2
5322,28,F,1.0,89,69749,1,1,Rent,20120,7/7/2015,Tuesday,Local,9,1.0,24,Phone,1,0.0,1,Medium,15000.0,other,22156.69298,0,20120,Centreville,VA,Fairfax County,40695.0,2370.0,14217.0,13851.0,412700.0,111272.0,17.17
15833,49,M,0.0,62,52430,0,0,Rent,80033,1/28/2016,Thursday,Local,12,1.0,72,Phone,1,6619.23,5,Large,15000.0,other,24158.26732,0,80033,Wheat Ridge,CO,Jefferson County,23969.0,2894.0,11817.0,11134.0,235000.0,47841.0,8.28
7916,42,F,1.0,89,73240,0,0,Own,80028,6/20/2016,Monday,Local,0,0.0,56,Online,1,6739.86,1,Large,15000.0,other,24906.19921,0,80028,Louisville,CO,Boulder County,,,,,,,
11431,40,F,1.0,59,50359,1,1,Own,85078,6/5/2015,Friday,Parking Lot,1,0.0,88,Phone,1,0.0,1,Medium,31962.71759,gray,23014.50875,0,85078,Phoenix,AZ,Maricopa County,,,,,,,
17356,53,M,0.0,61,46141,1,0,Rent,85071,11/19/2016,Saturday,Local,0,0.0,50,Broker,0,0.0,1,Compact,15000.0,red,24659.59808,1,85071,Phoenix,AZ,Maricopa County,,,,,,,
29888,33,F,1.0,58,39922,1,0,Rent,20118,12/19/2015,Saturday,Parking Lot,0,0.0,96,Broker,1,0.0,12,Large,33465.11041,red,19406.68131,0,20118,Middleburg,VA,Loudoun County,,,,,,,
1524,63,F,1.0,73,116146,1,1,Own,85025,9/7/2015,Monday,Parking Lot,0,0.0,50,Broker,0,0.0,1,Compact,15000.0,blue,14655.0972,0,85025,Phoenix,AZ,Maricopa County,,,,,,,
14922,51,M,1.0,51,33334,1,1,Rent,50021,8/1/2016,Monday,Local,14,0.0,78,Phone,1,4157.83,9,Large,15000.0,other,41640.17949,1,50021,Ankeny,IA,Polk County,21595.0,839.0,9017.0,8627.0,171500.0,73377.0,25.75
14086,60,M,1.0,97,90831,1,0,Own,50055,6/27/2016,Monday,Local,0,0.0,74,Broker,1,6049.96,1,Medium,15000.0,gray,36069.637,0,50055,Collins,IA,Story County,913.0,19.0,408.0,370.0,147700.0,63920.0,48.67
19899,53,F,1.0,75,58268,1,0,Rent,20139,10/26/2016,Wednesday,Parking Lot,2,0.0,7,Broker,1,0.0,1,Large,36685.66589,black,8129.09718,0,20139,Casanova,VA,Fauquier County,217.0,66.0,100.0,94.0,346700.0,144464.0,3.27
29026,36,M,1.0,70,63960,0,1,Own,15009,6/24/2016,Friday,Local,4,0.0,3,Phone,0,0.0,1,Medium,55071.27317,black,17992.26928,0,15009,Beaver,PA,Beaver County,15082.0,615.0,6839.0,6342.0,155400.0,54833.0,24.54
14755,48,M,1.0,77,70683,1,1,Rent,80028,7/30/2016,Saturday,Local,6,1.0,10,Broker,0,3577.5,7,Large,21608.82658,red,11511.38225,0,80028,Louisville,CO,Boulder County,,,,,,,
2635,51,M,1.0,64,63608,0,1,Own,50021,12/4/2015,Friday,Local,0,0.0,33,Phone,1,3569.54,7,Medium,15000.0,silver,30693.08115,0,50021,Ankeny,IA,Polk County,21595.0,839.0,9017.0,8627.0,171500.0,73377.0,25.75
23516,42,F,1.0,84,56551,1,0,Own,85077,1/5/2015,Monday,Local,2,0.0,50,Phone,0,0.0,4,Compact,67974.04162,red,9040.949503,0,85077,Phoenix,AZ,Maricopa County,,,,,,,
22396,36,F,0.0,83,89052,1,1,Own,20111,12/10/2016,Saturday,Local,0,0.0,35,Broker,0,0.0,10,Large,15000.0,blue,35166.24109,0,20111,Manassas,VA,Prince William County,30590.0,1879.0,10074.0,9490.0,280200.0,85829.0,16.28
18911,42,F,1.0,79,96169,0,1,Own,20101,10/14/2016,Friday,Local,0,1.0,50,Broker,1,3816.86,1,Large,15000.0,other,6178.193143,0,20101,Dulles,VA,Loudoun County,,,,,,,
28814,30,M,1.0,84,113498,1,0,Own,15010,2/27/2016,Saturday,Parking Lot,3,0.0,5,Broker,1,6826.43,1,Large,16591.77032,gray,7651.414355,0,15010,Beaver Falls,PA,Beaver County,28425.0,568.0,12787.0,11611.0,113600.0,47993.0,50.03
9606,45,M,0.0,55,118161,1,1,Own,20148,1/2/2015,Friday,Local,0,0.0,32,Broker,0,1244.71,5,Compact,17119.75126,silver,14975.07279,0,20148,Ashburn,VA,Loudoun County,28310.0,1739.0,9170.0,8806.0,536000.0,161433.0,16.28
1131,39,M,1.0,92,100812,1,0,Own,50040,8/16/2015,Sunday,Local,6,0.0,90,Phone,0,4011.53,3,Compact,15000.0,blue,19086.29137,0,50040,Boxholm,IA,Boone County,,,,,,,
13025,54,M,1.0,57,35261,0,1,Rent,50006,5/12/2015,Tuesday,Local,0,0.0,33,Phone,1,0.0,7,Large,83645.81281,other,26263.44195,0,50006,Alden,IA,Hardin County,1676.0,14.0,761.0,696.0,80600.0,49146.0,122.63
25747,44,F,1.0,74,56733,0,1,Rent,80015,9/15/2016,Thursday,Local,0,0.0,50,Online,1,3178.85,1,Medium,15000.0,gray,18264.89493,0,80015,Aurora,CO,Arapahoe County,62432.0,4367.0,21996.0,21240.0,241500.0,80599.0,14.3
25056,36,F,0.0,67,30941,0,1,Own,50025,9/23/2016,Friday,Local,0,0.0,2,Broker,1,1393.28,1,Large,22498.47209,red,27421.64862,1,50025,Audubon,IA,Audubon County,3325.0,17.0,1630.0,1421.0,68300.0,49457.0,195.92
1417,40,M,1.0,77,31796,1,0,Own,15035,3/9/2015,Monday,Parking Lot,5,1.0,96,Broker,0,7265.27,1,Compact,15000.0,gray,48067.59161,0,15035,East Mc Keesport,PA,Allegheny County,2129.0,5131.0,1155.0,1007.0,70500.0,40104.0,0.41
5850,46,F,1.0,86,96308,0,1,Rent,80011,2/2/2016,Tuesday,Local,12,0.0,60,Broker,1,6641.41,1,Compact,68210.39591,other,10037.46437,0,80011,Aurora,CO,Arapahoe County,47461.0,1925.0,17531.0,16223.0,130600.0,40748.0,24.65
12493,41,M,1.0,75,103099,1,0,Own,80045,10/29/2015,Thursday,Local,5,0.0,9,Broker,1,0.0,1,Large,15000.0,other,23078.05397,1,80045,Aurora,CO,Adams County,,,,,,,
1622,26,M,0.0,77,101701,1,0,Rent,80017,6/12/2015,Friday,Local,12,0.0,34,Online,1,2453.9,6,Large,15000.0,blue,35994.35018,0,80017,Aurora,CO,Arapahoe County,34270.0,5844.0,13688.0,12962.0,159200.0,49519.0,5.86
18782,44,M,1.0,36,40618,1,0,Rent,15046,1/15/2016,Friday,Parking Lot,0,0.0,38,Broker,1,0.0,1,Large,15000.0,white,24539.8309,0,15046,Crescent,PA,Allegheny County,2640.0,1259.0,1131.0,1067.0,124200.0,56071.0,2.1
11720,41,F,0.0,81,79803,0,1,Own,20160,12/12/2016,Monday,Highway,0,1.0,65,Phone,1,7577.24,1,Large,29474.14773,silver,19688.0279,0,20160,Lincoln,VA,Loudoun County,,,,,,,
1841,36,F,0.0,62,59451,1,0,Own,85025,2/15/2015,Sunday,Highway,0,0.0,2,Broker,1,0.0,1,Medium,45685.28385,white,45082.13107,0,85025,Phoenix,AZ,Maricopa County,,,,,,,
20947,49,F,1.0,78,95462,0,1,Own,50054,3/26/2015,Thursday,Parking Lot,0,0.0,3,Phone,1,4968.06,11,Large,24888.87071,black,22133.43862,0,50054,Colfax,IA,Jasper County,3356.0,57.0,1428.0,1322.0,94800.0,46802.0,58.42
7178,32,F,0.0,60,113863,1,1,Own,80107,3/30/2016,Wednesday,Parking Lot,0,0.0,10,Broker,0,0.0,1,Medium,15000.0,gray,12782.33796,0,80107,Elizabeth,CO,Elbert County,12042.0,77.0,4474.0,4290.0,343800.0,85141.0,155.88
23758,42,M,1.0,95,53953,1,1,Rent,50001,10/21/2016,Friday,Highway,0,0.0,96,Online,1,0.0,2,Large,15000.0,other,27580.10475,0,50001,Ackworth,IA,Warren County,680.0,28.0,289.0,252.0,157000.0,46908.0,23.99
14345,31,M,1.0,90,109369,1,1,Own,15057,6/24/2015,Wednesday,Parking Lot,0,0.0,98,Broker,1,2964.33,1,Compact,15000.0,white,49652.8677,0,15057,Mc Donald,PA,Washington County,13930.0,255.0,5614.0,5268.0,172000.0,69042.0,54.67
11188,43,M,1.0,61,31501,0,0,Own,50002,2/28/2016,Sunday,Highway,0,1.0,63,Broker,1,0.0,6,Medium,17860.12463,silver,20703.91875,0,50002,Adair,IA,Adair County,1297.0,12.0,636.0,568.0,93300.0,40550.0,107.73
25848,50,M,1.0,65,88780,1,0,Rent,85069,2/25/2015,Wednesday,Parking Lot,0,0.0,77,Broker,0,1630.02,1,Compact,78794.60953,gray,20133.74388,0,85069,Phoenix,AZ,Maricopa County,,,,,,,
27438,29,M,1.0,81,90314,0,0,Rent,50050,7/26/2016,Tuesday,Parking Lot,7,0.0,77,Online,0,4702.39,1,Compact,40365.20788,red,8419.720704,0,50050,Churdan,IA,Greene County,710.0,9.0,353.0,307.0,68500.0,44286.0,76.32
11491,45,F,1.0,84,116179,1,0,Own,85066,8/3/2015,Monday,Parking Lot,10,0.0,100,Broker,0,1124.94,1,Compact,15000.0,white,31461.90752,0,85066,Phoenix,AZ,Maricopa County,,,,,,,
13552,50,M,1.0,70,104839,0,0,Rent,20148,10/15/2015,Thursday,Parking Lot,10,0.0,90,Broker,0,0.0,7,Large,15000.0,blue,18798.01978,0,20148,Ashburn,VA,Loudoun County,28310.0,1739.0,9170.0,8806.0,536000.0,161433.0,16.28
1487,48,M,1.0,40,102853,0,0,Own,85019,12/11/2015,Friday,Local,1,1.0,12,Broker,0,0.0,11,Large,21116.26136,black,36246.4199,0,85019,Phoenix,AZ,Maricopa County,25042.0,6678.0,8241.0,6908.0,78900.0,32043.0,3.75
15713,42,F,0.0,82,38769,1,1,Own,85072,7/3/2015,Friday,Parking Lot,0,0.0,22,Phone,1,0.0,1,Large,26865.89298,other,27015.42002,0,85072,Phoenix,AZ,Maricopa County,,,,,,,
25546,59,F,1.0,84,98800,1,1,Own,50003,8/28/2015,Friday,Highway,20,0.0,50,Phone,0,0.0,1,Compact,21689.00295,silver,27063.52678,1,50003,Adel,IA,Dallas County,6594.0,58.0,2707.0,2549.0,192200.0,65588.0,114.39
24294,47,F,1.0,88,68892,0,1,Own,20116,1/16/2016,Saturday,Parking Lot,4,0.0,0,Broker,1,10565.36,1,Large,15139.29587,blue,30225.56579,0,20116,Marshall,VA,Fauquier County,,,,,,,
1239,27,M,1.0,68,32138,1,1,Rent,20107,6/6/2016,Monday,Local,0,1.0,17,Online,1,6406.23,1,Compact,15000.0,other,10443.91978,0,20107,Arcola,VA,Loudoun County,,,,,,,
15321,39,F,0.0,77,66977,1,0,Own,50039,9/21/2016,Wednesday,Parking Lot,10,0.0,1,Broker,1,11110.27,4,Large,23536.91057,silver,55216.51003,0,50039,Bouton,IA,Dallas County,329.0,14.0,159.0,145.0,161900.0,66914.0,23.41
10606,39,M,1.0,15,73843,0,1,Rent,15015,6/3/2016,Friday,Parking Lot,0,0.0,68,Broker,1,10234.28,4,Medium,20776.67386,blue,33009.97569,1,15015,Bradfordwoods,PA,Allegheny County,1175.0,1256.0,499.0,476.0,271300.0,106875.0,0.94
9910,53,F,1.0,55,50164,1,1,Own,80028,8/30/2015,Sunday,Local,0,0.0,60,Broker,1,0.0,2,Compact,15000.0,gray,25171.02853,0,80028,Louisville,CO,Boulder County,,,,,,,
6110,36,M,0.0,64,55017,1,0,Rent,20128,11/15/2015,Sunday,Parking Lot,0,0.0,51,Phone,1,0.0,1,Compact,15000.0,blue,31414.55213,0,20128,Orlean,VA,Fauquier County,,,,,,,
24065,54,M,1.0,85,62149,1,1,Rent,20103,6/23/2016,Thursday,Local,0,1.0,99,Online,1,0.0,7,Compact,15000.0,other,17596.88968,0,20103,Dulles,VA,Loudoun County,,,,,,,
6064,48,M,1.0,92,119188,1,1,Rent,85023,3/31/2015,Tuesday,Parking Lot,0,0.0,70,Phone,0,0.0,4,Medium,22004.70347,white,6500.150092,0,85023,Phoenix,AZ,Maricopa County,31274.0,4279.0,13690.0,12451.0,153500.0,47200.0,7.31
15349,31,M,1.0,80,117984,0,1,Rent,20129,10/19/2015,Monday,Local,13,0.0,7,Phone,0,4192.04,1,Large,15000.0,white,22027.52604,0,20129,Paeonian Springs,VA,Loudoun County,618.0,192.0,216.0,193.0,813700.0,180481.0,3.21
29995,28,F,0.0,92,113971,1,0,Own,85067,4/14/2015,Tuesday,Local,6,1.0,39,Online,1,0.0,1,Compact,57002.23347,blue,14855.54007,0,85067,Phoenix,AZ,Maricopa County,,,,,,,
23499,31,F,0.0,78,44068,0,0,Own,20143,2/7/2016,Sunday,Local,9,0.0,49,Broker,1,3228.27,1,Compact,58286.35566,silver,29961.60374,1,20143,Catharpin,VA,Prince William County,1216.0,158.0,408.0,397.0,647900.0,139938.0,7.72
15804,63,F,1.0,77,108650,0,1,Own,85024,2/16/2015,Monday,Parking Lot,1,0.0,90,Phone,1,0.0,1,Medium,15000.0,black,21403.0141,0,85024,Phoenix,AZ,Maricopa County,22898.0,813.0,10131.0,9452.0,189100.0,64776.0,28.18
24902,37,M,1.0,81,31941,1,0,Own,15006,1/25/2016,Monday,Highway,4,0.0,46,Broker,1,4329.33,1,Medium,15000.0,red,6751.442486,1,15006,Bairdford,PA,Allegheny County,240.0,975.0,118.0,108.0,71300.0,50114.0,0.25
18860,57,F,1.0,77,62440,1,0,Rent,80035,12/29/2015,Tuesday,Local,0,1.0,92,Online,0,2120.91,6,Medium,22869.95917,gray,28057.69819,0,80035,Westminster,CO,Jefferson County,,,,,,,
20054,54,F,0.0,90,55482,1,0,Own,15005,3/11/2015,Wednesday,Local,0,0.0,13,Broker,1,1546.48,1,Medium,59213.91642,red,35883.81606,0,15005,Baden,PA,Beaver County,9450.0,601.0,4168.0,3995.0,147300.0,62584.0,15.72
9017,38,F,1.0,89,47360,1,1,Rent,85023,10/17/2016,Monday,Parking Lot,13,0.0,67,Online,0,0.0,8,Large,15564.79896,red,8519.027377,0,85023,Phoenix,AZ,Maricopa County,31274.0,4279.0,13690.0,12451.0,153500.0,47200.0,7.31
9151,32,F,0.0,64,110460,1,0,Own,80021,2/17/2015,Tuesday,Parking Lot,0,0.0,86,Phone,0,1013.02,1,Large,15000.0,blue,14417.79189,0,80021,Broomfield,CO,Jefferson County,30051.0,1822.0,13183.0,12482.0,231900.0,71221.0,16.49
25706,37,M,1.0,78,62365,0,0,Rent,50021,9/16/2015,Wednesday,Local,0,0.0,5,Phone,0,10234.25,1,Compact,15000.0,blue,18152.57668,0,50021,Ankeny,IA,Polk County,21595.0,839.0,9017.0,8627.0,171500.0,73377.0,25.75
15060,44,M,1.0,50,59541,0,1,Own,85003,12/22/2015,Tuesday,Local,0,0.0,0,Phone,1,0.0,1,Compact,15000.0,white,23670.95832,0,85003,Phoenix,AZ,Maricopa County,9369.0,5061.0,4910.0,3900.0,260500.0,36390.0,1.85
8615,44,M,1.0,86,38352,1,1,Rent,20159,8/26/2016,Friday,Highway,0,0.0,46,Broker,0,9057.6,3,Compact,15000.0,black,42531.52326,0,20159,Hamilton,VA,Loudoun County,,,,,,,
24225,45,F,1.0,77,62559,1,0,Own,15025,5/8/2016,Sunday,Local,0,0.0,20,Phone,1,4229.3,1,Large,15000.0,other,20041.58124,0,15025,Clairton,PA,Allegheny County,15944.0,963.0,7814.0,6830.0,102200.0,49548.0,16.56
15953,47,M,0.0,64,80230,1,1,Own,80011,12/2/2015,Wednesday,Local,0,1.0,93,Phone,1,0.0,1,Compact,15000.0,other,10339.9067,0,80011,Aurora,CO,Arapahoe County,47461.0,1925.0,17531.0,16223.0,130600.0,40748.0,24.65
